full_name,a,e,I,longNode,longPeri,q,ad,per_y,data_arc,condition_code,n_obs_used,H,pha
377972 (2006 MF10),2.222,0.4241,3.04,196.54,64.75,1.279,3.16,3.31,8389.0,0.0,158,19.38,0
378124 (2006 VT2),1.263,0.723,31.84,59.42,152.67,0.35,2.18,1.42,6508.0,0.0,464,18.24,0
378160 (2006 WX1),0.9165,0.3003,11.64,327.96,290.95,0.641,1.19,0.877,5877.0,0.0,254,19.68,1
378358 (2007 LD),1.726,0.4393,16.51,226.16,316.98,0.968,2.48,2.27,5806.0,0.0,141,19.32,1
378526 (2007 VH186),1.574,0.1967,19.24,51.45,15.26,1.264,1.88,1.97,5942.0,0.0,138,20.33,0
378610 (2008 FT6),2.139,0.4262,13.58,41.9,52.19,1.227,3.05,3.13,5422.0,0.0,932,17.42,0
378842 (2008 TD4),1.822,0.6181,14.45,221.85,54.9,0.696,2.95,2.46,5246.0,0.0,154,19.78,0
380128 (1997 WB21),1.46,0.3171,3.39,280.95,81.98,0.997,1.92,1.76,9238.0,0.0,403,20.27,0
380160 (2000 JO78),2.152,0.4374,7.33,310.49,349.99,1.211,3.09,3.16,16557.0,0.0,893,17.79,0
380188 (2000 WC67),2.674,0.5823,9.93,249.74,251.66,1.117,4.23,4.37,8218.0,0.0,234,18.84,0
380205 (2001 CA32),2.222,0.4672,21.4,353.3,124.65,1.184,3.26,3.31,8312.0,0.0,123,19.39,0
380321 (2002 HF8),2.319,0.4907,4.77,48.65,261.77,1.181,3.46,3.53,10197.0,0.0,208,18.26,0
380359 (2002 TN30),2.334,0.4474,19.84,20.57,91.67,1.29,3.38,3.56,12631.0,0.0,937,17.28,0
380455 (2003 UL3),2.254,0.7934,14.42,152.79,13.54,0.466,4.04,3.38,7596.0,0.0,308,17.81,0
380476 (2003 YO1),1.158,0.3992,14.26,65.14,161.45,0.696,1.62,1.25,11213.0,0.0,252,19.35,0
380524 (2004 GY),1.448,0.218,23.44,50.85,182.95,1.132,1.76,1.74,6803.0,0.0,138,20.18,0
380636 (2004 XN14),0.9314,0.2666,10.74,120.82,115.75,0.683,1.18,0.899,6621.0,0.0,427,19.76,1
380818 (2005 YV128),0.9229,0.5123,14.14,127.69,191.82,0.45,1.4,0.887,6646.0,0.0,230,20.67,0
380929 (2006 HU30),1.455,0.4198,24.01,44.62,274.3,0.844,2.07,1.75,5380.0,0.0,1614,19.67,0
380981 (2006 SU131),1.727,0.3954,9.66,107.37,167.73,1.044,2.41,2.27,6608.0,0.0,522,18.69,1
381181 (2007 LV19),1.472,0.3204,14.89,264.02,301.42,1.0,1.94,1.79,5691.0,0.0,209,19.69,0
381564 (2008 UW5),1.833,0.3891,9.42,297.86,204.46,1.12,2.55,2.48,5704.0,0.0,409,18.25,0
381677 (2009 BJ81),1.851,0.4558,5.84,108.47,90.68,1.007,2.69,2.52,5736.0,0.0,1887,18.36,0
381906 (2010 CL19),1.543,0.6455,7.31,243.78,76.82,0.547,2.54,1.92,8416.0,0.0,1101,17.8,1
381989 (2010 HR80),1.347,0.4956,26.71,6.22,291.31,0.68,2.02,1.56,5083.0,0.0,175,19.87,0
382395 (1990 SM),2.106,0.7639,11.61,136.17,107.74,0.497,3.71,3.06,13520.0,0.0,208,16.46,1
382406 (1996 AJ1),1.31,0.7814,2.54,90.94,238.33,0.286,2.33,1.5,9877.0,0.0,116,20.57,1
382459 (2000 ST20),1.875,0.3104,16.84,343.29,72.61,1.293,2.46,2.57,8396.0,0.0,230,19.49,0
382503 (2001 RE8),1.536,0.233,14.04,263.78,4.73,1.178,1.89,1.9,8499.0,0.0,395,19.22,0
382625 (2002 PC130),2.343,0.4818,19.51,311.98,80.89,1.214,3.47,3.59,6760.0,0.0,470,18.38,0
382745 (2003 CC),1.501,0.3268,2.32,136.29,103.24,1.01,1.99,1.84,4986.0,0.0,176,20.41,1
382758 (2003 GY),1.38,0.3172,4.67,321.79,334.15,0.942,1.82,1.62,7678.0,0.0,371,20.19,1
382825 (2003 XB22),1.405,0.3935,29.96,108.76,118.29,0.852,1.96,1.67,7517.0,0.0,358,19.3,1
382875 (2004 KE1),1.299,0.1807,2.88,42.75,283.67,1.064,1.53,1.48,6868.0,0.0,136,21.73,0
383610 (2007 JJ35),1.773,0.3048,56.09,230.59,324.13,1.233,2.31,2.36,5651.0,0.0,236,18.46,0
385186 (1994 AW1),1.105,0.0755,24.1,290.34,37.13,1.022,1.19,1.16,13614.0,0.0,2888,17.64,1
385252 (2001 EB18),1.053,0.1837,50.06,155.46,101.92,0.86,1.25,1.08,5301.0,0.0,82,19.41,1
385268 (2001 RC12),3.211,0.6429,27.41,208.91,185.55,1.147,5.27,5.75,8424.0,0.0,539,15.92,0
385343 (2002 LV),2.314,0.6052,29.53,132.15,224.23,0.914,3.72,3.52,7937.0,0.0,1943,16.56,1
385402 (2002 WZ2),2.461,0.8844,51.27,261.27,48.2,0.284,4.64,3.86,7047.0,0.0,182,17.17,0
385423 (2003 DE6),1.7,0.3287,23.19,160.06,68.81,1.141,2.26,2.22,7457.0,0.0,399,19.21,0
385497 (2004 DD),1.589,0.4592,11.58,3.69,8.59,0.859,2.32,2.0,7382.0,0.0,206,18.93,0
385580 (2004 XO14),2.672,0.5539,25.92,129.43,276.29,1.192,4.15,4.37,15267.0,0.0,690,16.2,0
385605 (2005 EJ225),1.706,0.5736,8.86,341.99,290.71,0.728,2.68,2.23,6877.0,0.0,260,18.95,1
385843 (2006 JY25),1.126,0.4792,6.86,63.93,321.72,0.586,1.67,1.19,6617.0,0.0,163,20.5,0
386259 (2008 EJ1),2.084,0.5297,38.79,337.34,78.96,0.98,3.19,3.01,5492.0,0.0,152,15.69,0
386281 (2008 RJ1),2.168,0.4708,16.27,191.61,54.74,1.147,3.19,3.19,5864.0,0.0,244,17.89,0
386298 (2008 SR7),1.322,0.1926,15.31,324.52,296.92,1.068,1.58,1.52,6323.0,0.0,302,20.09,0
386454 (2008 XM),1.222,0.9093,5.45,240.61,27.39,0.111,2.33,1.35,5486.0,0.0,104,20.03,1
386504 (2009 BP58),1.445,0.5553,12.57,83.56,194.05,0.642,2.25,1.74,7725.0,0.0,322,18.72,0
386720 (2009 XC2),2.646,0.5824,25.78,104.15,93.28,1.105,4.19,4.3,25405.0,0.0,350,17.04,0
386847 (2010 LR33),1.692,0.4625,5.83,352.07,333.22,0.909,2.47,2.2,8326.0,0.0,396,18.06,1
387505 (1998 KN3),1.542,0.8734,2.29,313.24,71.25,0.195,2.89,1.92,9106.0,0.0,1501,18.78,1
387648 (2002 RT25),1.933,0.4379,28.88,165.24,258.97,1.087,2.78,2.69,7160.0,0.0,97,19.36,0
387668 (2002 SZ),1.297,0.4335,22.89,346.84,276.56,0.735,1.86,1.48,4189.0,0.0,158,20.51,1
387717 (2003 DN4),1.145,0.4769,36.32,157.78,141.61,0.599,1.69,1.23,6581.0,0.0,211,19.3,0
387733 (2003 GS),0.893,0.2185,12.03,196.2,181.88,0.698,1.09,0.844,7724.0,0.0,806,18.98,0
387746 (2003 MH4),1.964,0.5133,3.9,259.55,323.53,0.956,2.97,2.75,4236.0,0.0,283,20.1,1
387793 (2003 WL25),2.395,0.7417,23.76,267.1,25.02,0.618,4.17,3.71,6967.0,0.0,147,16.7,0
387816 (2004 FM17),0.8852,0.2501,6.76,169.73,196.6,0.664,1.11,0.833,7351.0,0.0,227,19.36,0
387871 (2004 RD252),2.101,0.5999,10.39,288.06,174.72,0.841,3.36,3.05,6545.0,0.0,178,19.14,0
388185 (2006 CX10),2.572,0.5103,27.04,32.16,189.84,1.259,3.88,4.12,6405.0,0.0,335,17.79,0
388188 (2006 DP14),1.365,0.7762,11.77,317.11,59.34,0.305,2.42,1.59,6312.0,0.0,519,19.0,1
388189 (2006 DS14),0.8638,0.3365,26.54,162.24,187.5,0.573,1.15,0.803,7337.0,0.0,257,20.55,0
388468 (2007 DB83),1.75,0.3002,10.91,55.21,162.34,1.225,2.28,2.32,10219.0,0.0,782,18.29,0
388567 (2007 QX14),2.347,0.4622,5.22,20.43,250.47,1.262,3.43,3.6,9127.0,0.0,181,18.08,0
388798 (2008 BU2),1.307,0.7246,38.41,115.29,212.88,0.36,2.25,1.49,5501.0,1.0,147,18.46,0
388838 (2008 EZ5),2.091,0.5075,8.0,15.07,228.21,1.03,3.15,3.02,6622.0,0.0,1940,19.62,0
388945 (2008 TZ3),1.592,0.3919,8.69,43.95,219.68,0.968,2.22,2.01,5838.0,0.0,2186,20.45,1
389694 (2011 QD48),1.545,0.4921,19.07,358.79,106.79,0.785,2.31,1.92,2940.0,0.0,821,18.2,1
390522 (1996 GD1),1.186,0.3525,18.38,38.07,293.6,0.768,1.6,1.29,10094.0,0.0,118,20.21,0
390536 (1999 KK1),2.117,0.4606,7.1,76.7,230.08,1.142,3.09,3.08,8242.0,1.0,75,18.42,0
390725 (2003 HB),0.8497,0.3805,18.11,70.36,306.76,0.526,1.17,0.783,6600.0,0.0,258,19.7,1
390929 (2005 GP21),1.308,0.2246,18.8,9.99,1.42,1.014,1.6,1.5,6595.0,1.0,277,20.44,1
391033 (2005 TR15),2.118,0.4333,3.91,214.05,59.54,1.2,3.04,3.08,6375.0,0.0,377,19.09,0
391151 (2005 YY93),2.581,0.8831,24.51,295.47,312.8,0.302,4.86,4.15,3237.0,0.0,403,17.23,0
391211 (2006 HZ51),1.897,0.4502,12.41,84.26,193.34,1.043,2.75,2.61,8152.0,0.0,207,18.48,1
391275 (2006 SJ134),2.204,0.4775,26.1,129.65,303.34,1.152,3.26,3.27,6714.0,0.0,560,17.96,0
391449 (2007 FL1),2.351,0.5055,28.73,72.1,173.06,1.162,3.54,3.6,2559.0,0.0,95,18.7,0
391451 (2007 FE20),1.753,0.2732,7.61,282.22,279.58,1.274,2.23,2.32,5754.0,0.0,110,19.31,0
391508 (2007 RV17),2.117,0.6841,11.11,146.73,321.8,0.669,3.57,3.08,4632.0,0.0,186,19.11,0
392211 (2009 TG10),1.975,0.4231,40.82,210.63,12.42,1.139,2.81,2.78,8661.0,0.0,241,17.53,0
392476 (2011 GD3),1.336,0.6605,13.69,39.27,357.51,0.454,2.22,1.54,5927.0,0.0,149,19.11,0
392704 (2012 AE1),1.508,0.4725,10.05,16.8,356.57,0.796,2.22,1.85,7775.0,0.0,328,19.02,0
393359 (1998 ME3),2.178,0.4828,6.0,129.48,165.39,1.127,3.23,3.22,5899.0,0.0,277,19.44,0
393569 (2003 JC13),1.066,0.3152,8.51,205.8,172.05,0.73,1.4,1.1,7697.0,0.0,372,20.3,0
393908 (2005 UH3),1.726,0.546,44.78,53.31,309.19,0.784,2.67,2.27,6656.0,0.0,258,17.46,0
394130 (2006 HY51),2.589,0.9685,33.58,40.59,342.0,0.081,5.1,4.16,6245.0,0.0,315,17.22,0
394155 (2006 QS),2.546,0.512,4.59,164.32,142.95,1.242,3.85,4.06,4259.0,0.0,220,20.05,0
394392 (2007 EP88),0.8373,0.8859,20.74,328.49,47.12,0.096,1.58,0.766,6238.0,0.0,169,18.37,0
394783 (2008 HD3),1.131,0.3361,52.01,222.07,223.75,0.751,1.51,1.2,4411.0,0.0,159,19.8,0
395143 (2010 CN1),1.499,0.4391,20.97,216.42,192.49,0.841,2.16,1.83,4829.0,0.0,170,18.95,0
395207 (2010 HQ80),1.568,0.4893,27.85,218.47,66.3,0.801,2.34,1.96,4599.0,0.0,318,19.62,1
395289 (2011 BJ2),1.29,0.3472,49.9,33.99,84.11,0.842,1.74,1.47,4295.0,0.0,444,18.23,0
396593 (2001 HC),0.8746,0.4994,23.74,32.59,28.18,0.438,1.31,0.818,8430.0,0.0,354,19.07,0
396730 (2003 KX16),1.334,0.5789,23.62,94.27,28.33,0.562,2.11,1.54,7345.0,0.0,342,18.53,0
396793 (2004 JN2),1.068,0.6085,19.76,228.32,179.95,0.418,1.72,1.1,7701.0,0.0,97,20.11,0
396794 (2004 KT),1.854,0.6643,43.63,267.91,238.47,0.623,3.09,2.53,7644.0,0.0,153,17.75,0
397237 (2006 KZ112),2.523,0.887,37.83,166.32,358.2,0.285,4.76,4.01,5898.0,0.0,282,16.75,0
397326 (2006 TC1),1.72,0.375,4.49,326.05,160.89,1.075,2.37,2.26,26139.0,0.0,216,19.04,0
397471 (2007 LV),1.763,0.2709,17.0,70.27,262.12,1.285,2.24,2.34,7703.0,0.0,213,18.16,0
397474 (2007 PP6),2.166,0.8354,18.55,77.15,13.0,0.357,3.98,3.19,6152.0,0.0,207,17.1,0
397847 (2008 TA1),1.396,0.4483,14.83,22.0,145.69,0.77,2.02,1.65,7441.0,0.0,413,18.7,0
398188 Agni (2010 LE15),0.8646,0.2733,13.25,134.18,328.62,0.628,1.1,0.804,7726.0,0.0,684,19.33,1
399307 (1991 RJ2),2.21,0.4271,8.95,171.76,151.01,1.266,3.15,3.29,12077.0,0.0,244,18.91,0
399308 (1993 GD),1.102,0.2381,15.46,201.42,202.11,0.84,1.36,1.16,10634.0,0.0,155,20.66,0
399325 (1999 GY5),1.146,0.6148,24.43,203.38,232.23,0.442,1.85,1.23,9245.0,0.0,210,20.17,0
399433 (2001 YK4),2.654,0.777,4.38,155.7,210.84,0.592,4.72,4.32,4832.0,0.0,165,18.58,0
399446 (2002 GF1),2.069,0.4007,1.82,66.77,154.64,1.24,2.9,2.98,7809.0,0.0,238,20.67,0
399457 (2002 PD43),2.507,0.9563,25.94,315.04,210.99,0.11,4.9,3.97,7318.0,0.0,179,19.3,1
399611 (2004 BE11),1.252,0.1658,15.25,138.26,37.97,1.044,1.46,1.4,7559.0,0.0,399,19.26,0
399774 (2005 NB7),2.044,0.5174,12.7,199.16,348.16,0.987,3.1,2.92,7916.0,0.0,928,18.8,1
401856 (2000 KW43),1.452,0.4779,24.27,82.62,63.6,0.758,2.15,1.75,7702.0,0.0,263,20.27,1
401857 (2000 PG3),2.825,0.8554,22.04,323.56,141.25,0.408,5.24,4.75,8780.0,0.0,461,16.12,0
401885 (2001 RV17),0.9147,0.3423,7.53,153.78,4.67,0.602,1.23,0.875,7728.0,0.0,421,20.42,0
401925 (2002 AT15),1.894,0.4752,36.38,108.4,266.52,0.994,2.79,2.61,7698.0,0.0,160,18.48,0
401954 (2002 RW25),0.8245,0.2866,1.35,92.0,72.06,0.588,1.06,0.749,7675.0,0.0,161,18.89,1
401998 (2003 MO),1.97,0.876,21.47,240.06,164.67,0.244,3.7,2.76,7239.0,0.0,285,18.39,0
402267 (2005 QE166),2.748,0.5297,12.96,188.85,234.35,1.293,4.2,4.56,7840.0,0.0,518,17.09,0
403039 (2008 AE),1.276,0.1307,11.57,132.11,26.98,1.109,1.44,1.44,8441.0,0.0,703,19.86,0
403247 (2008 XO2),1.686,0.3174,9.47,39.05,197.18,1.151,2.22,2.19,5460.0,0.0,259,19.25,0
403775 (2011 HS4),0.9383,0.6801,5.46,117.48,314.28,0.3,1.58,0.909,8040.0,0.0,135,20.9,1
404108 (2012 SF51),2.505,0.687,20.79,1.14,156.62,0.784,4.23,3.96,11698.0,0.0,398,15.38,0
405189 (2003 BO1),1.328,0.0804,13.7,140.79,2.87,1.222,1.44,1.53,7463.0,0.0,191,20.82,0
405212 (2003 QC10),1.373,0.7313,5.04,359.96,120.87,0.369,2.38,1.61,7207.0,0.0,399,18.04,1
405427 (2004 ST9),2.246,0.438,12.23,195.02,60.01,1.262,3.23,3.37,7312.0,0.0,465,18.07,0
405562 (2005 OJ3),2.699,0.5441,4.51,238.31,155.96,1.231,4.17,4.43,7991.0,0.0,665,18.15,0
405762 (2005 YO180),1.481,0.448,5.77,7.72,87.75,0.817,2.14,1.8,7082.0,0.0,68,20.29,1
406213 (2007 AB2),1.919,0.5457,1.46,126.84,280.93,0.872,2.97,2.66,5894.0,0.0,706,20.34,1
406952 (2009 KJ),1.241,0.7175,32.96,12.49,67.11,0.351,2.13,1.38,5105.0,0.0,150,17.13,0
407324 (2010 OB101),1.617,0.5227,9.13,260.89,334.47,0.772,2.46,2.06,1499.0,0.0,117,20.58,0
407338 (2010 RQ30),1.584,0.4761,4.92,137.44,7.91,0.83,2.34,1.99,8047.0,0.0,303,18.15,0
407653 (2011 QF3),2.054,0.5122,9.77,172.61,315.37,1.002,3.11,2.94,16250.0,0.0,398,17.07,0
407656 (2011 SL102),2.2,0.4919,10.0,59.39,52.01,1.118,3.28,3.26,8388.0,0.0,1221,18.26,0
408751 (1987 SF3),2.253,0.5338,3.35,186.98,134.61,1.05,3.46,3.38,13422.0,0.0,384,19.02,0
408752 (1991 TB2),2.046,0.7922,7.93,291.88,199.4,0.425,3.67,2.93,11986.0,0.0,2668,17.23,0
408792 (2000 GF2),1.341,0.3777,9.63,176.01,108.1,0.834,1.85,1.55,7263.0,0.0,362,20.56,1
408869 (2001 SD348),1.885,0.3284,14.39,202.8,89.45,1.266,2.5,2.59,8366.0,0.0,410,19.06,0
408980 (2002 RB126),1.43,0.7227,15.03,6.83,225.01,0.396,2.46,1.71,7730.0,0.0,432,18.71,0
408982 (2002 SP),0.9046,0.6004,20.85,350.88,169.43,0.361,1.45,0.86,6601.0,1.0,107,20.79,0
409204 (2003 WX25),2.909,0.5831,23.95,40.04,39.31,1.213,4.61,4.96,7441.0,0.0,427,18.75,0
409256 (2004 HO1),2.207,0.5206,25.77,43.36,265.17,1.058,3.36,3.28,4798.0,0.0,174,18.42,0
409266 (2004 RK9),1.836,0.4257,6.23,354.79,284.28,1.054,2.62,2.49,7327.0,0.0,159,21.31,0
409342 (2004 XM35),1.837,0.301,5.36,119.05,322.98,1.284,2.39,2.49,7265.0,0.0,299,19.95,0
409836 (2006 QY110),1.924,0.5741,6.4,222.61,221.63,0.819,3.03,2.67,6126.0,0.0,247,18.07,1
409934 (2006 UG64),1.898,0.3698,20.97,152.43,202.95,1.196,2.6,2.61,6428.0,0.0,144,18.59,0
410088 (2007 EJ),2.501,0.6294,8.33,61.74,3.62,0.927,4.08,3.96,5893.0,0.0,1813,18.2,0
410195 (2007 RT147),2.29,0.4675,3.83,99.11,345.27,1.22,3.36,3.47,6202.0,0.0,3785,18.38,0
410622 (2008 QF),2.077,0.3774,3.79,192.54,136.48,1.293,2.86,2.99,7748.0,0.0,223,21.72,0
410627 (2008 RG1),1.316,0.4431,13.09,347.79,257.45,0.733,1.9,1.51,4419.0,0.0,166,20.89,1
410649 (2008 SO),1.331,0.2337,7.14,191.02,72.1,1.02,1.64,1.54,5182.0,0.0,239,20.81,0
410650 (2008 SQ1),2.953,0.5845,6.72,269.85,151.0,1.227,4.68,5.07,7180.0,0.0,766,18.52,0
410777 (2009 FD),1.164,0.4929,3.13,9.26,281.56,0.59,1.74,1.26,5523.0,0.0,516,22.18,0
410778 (2009 FG19),2.912,0.7191,54.5,187.51,120.4,0.818,5.01,4.97,5674.0,0.0,347,18.14,1
410832 (2009 QO8),1.882,0.3425,32.99,341.7,257.02,1.238,2.53,2.58,4814.0,0.0,116,19.28,0
411165 (2010 DF1),1.598,0.5032,20.08,154.84,101.81,0.794,2.4,2.02,4577.0,0.0,278,22.09,0
411201 (2010 LJ14),1.626,0.3417,12.03,177.37,295.37,1.071,2.18,2.07,4997.0,0.0,1458,17.81,0
411280 (2010 SL13),2.005,0.4144,3.04,195.92,266.83,1.174,2.84,2.84,7319.0,0.0,320,19.3,0
411611 (2011 QF14),2.026,0.4833,3.4,138.27,297.3,1.047,3.0,2.88,11776.0,0.0,479,18.75,0
411655 (2011 WW4),2.163,0.4212,7.6,318.34,9.18,1.252,3.07,3.18,9036.0,0.0,112,18.56,0
412976 (1987 WC),1.362,0.2338,15.85,51.81,308.39,1.044,1.68,1.59,12853.0,0.0,269,19.89,0
412977 (1990 UO),1.257,0.7727,31.59,205.58,333.53,0.286,2.23,1.41,11353.0,0.0,202,19.57,0
412983 (1996 FO3),1.442,0.29,5.81,333.54,162.82,1.024,1.86,1.73,9557.0,0.0,336,20.16,1
412995 (1999 LP28),1.219,0.0906,16.31,87.92,307.23,1.109,1.33,1.35,8613.0,0.0,289,20.06,0
413002 (1999 VG22),1.646,0.3296,2.85,271.23,222.87,1.104,2.19,2.11,9684.0,0.0,682,18.86,0
413021 (2000 SY162),2.295,0.4572,7.67,213.19,188.06,1.245,3.34,3.48,7799.0,0.0,177,19.45,0
413038 (2001 MF1),2.648,0.5773,23.98,288.59,76.61,1.119,4.18,4.31,17822.0,0.0,632,16.93,0
413091 (2001 UV16),2.189,0.5037,38.05,30.72,92.37,1.086,3.29,3.24,4780.0,0.0,95,18.24,0
413123 (2001 XS1),2.671,0.5564,10.94,266.9,164.79,1.185,4.16,4.36,8256.0,0.0,330,18.99,0
413192 (2002 VY94),3.245,0.6568,9.12,280.81,233.33,1.114,5.38,5.85,6790.0,0.0,695,16.9,0
413216 (2003 MA),1.641,0.3021,21.96,95.97,158.22,1.146,2.14,2.1,8444.0,0.0,392,18.85,0
413260 (2003 TL4),0.7768,0.3814,12.19,220.0,321.98,0.481,1.07,0.685,7013.0,0.0,459,19.56,1
413421 (2004 VA15),2.905,0.5845,17.82,34.68,332.28,1.207,4.6,4.95,7191.0,0.0,186,18.32,0
413563 (2005 TG45),0.6813,0.3722,23.33,273.42,230.43,0.428,0.93,0.562,6591.0,0.0,274,17.64,0
413577 (2005 UL5),0.9362,0.5697,14.32,58.86,127.8,0.403,1.47,0.906,6565.0,0.0,389,20.34,1
413820 (2006 QR89),1.889,0.3672,9.24,166.35,263.77,1.195,2.58,2.6,6502.0,0.0,203,19.65,0
413989 (2007 EL88),1.12,0.5218,30.84,198.44,116.16,0.535,1.7,1.18,5783.0,0.0,247,19.07,1
414286 (2008 OC6),0.9231,0.1992,21.85,177.57,295.86,0.739,1.11,0.887,5168.0,0.0,527,18.59,1
414287 (2008 OB9),3.203,0.7597,13.5,202.7,238.56,0.77,5.64,5.73,4671.0,0.0,329,17.73,1
414429 (2009 DC43),1.801,0.4894,20.85,84.23,172.86,0.919,2.68,2.42,9858.0,0.0,358,18.03,0
414532 (2009 SM103),2.842,0.5546,12.7,300.25,26.36,1.266,4.42,4.79,5010.0,0.0,416,16.84,0
414586 (2009 UV18),3.173,0.6328,8.34,86.77,62.62,1.165,5.18,5.65,6796.0,0.0,952,16.13,0
414746 (2010 EH20),2.622,0.5226,23.87,120.65,207.71,1.252,3.99,4.25,5055.0,0.0,241,17.86,0
414772 (2010 OC103),1.195,0.672,23.11,17.94,178.33,0.392,2.0,1.31,6584.0,0.0,249,19.14,0
414800 (2010 SV3),1.512,0.5154,6.18,23.97,224.62,0.733,2.29,1.86,4813.0,0.0,201,20.73,0
414903 (2010 XT45),1.605,0.2775,13.63,202.45,88.92,1.16,2.05,2.03,15185.0,0.0,1977,17.48,0
414960 (2011 CS4),1.608,0.3272,7.7,287.5,105.88,1.082,2.13,2.04,4326.0,0.0,523,20.02,0
414990 (2011 EM51),1.321,0.3353,1.86,134.15,142.26,0.878,1.76,1.52,3503.0,0.0,272,21.9,1
415027 (2011 SG5),1.31,0.3865,26.63,229.79,26.59,0.804,1.82,1.5,4451.0,0.0,206,18.37,0
415029 (2011 UL21),2.123,0.6536,34.89,275.32,285.0,0.735,3.51,3.09,12753.0,0.0,3557,15.94,1
415267 (2013 BQ45),2.346,0.4764,15.61,339.18,235.37,1.228,3.46,3.59,8253.0,0.0,189,18.35,0
415710 (1998 WC2),2.557,0.559,26.61,208.11,270.5,1.128,3.99,4.09,5867.0,0.0,68,18.55,0
415711 (1998 WT7),1.152,0.11,40.7,248.26,235.93,1.025,1.28,1.24,7932.0,0.0,299,19.08,0
415713 (1998 XX2),0.7411,0.3677,6.97,74.38,153.09,0.469,1.01,0.638,9081.0,0.0,432,20.0,1
415715 (1999 AU23),2.162,0.4104,20.45,293.53,118.03,1.275,3.05,3.18,8930.0,0.0,203,18.14,0
415745 (2000 GV147),1.747,0.457,10.56,68.64,216.11,0.948,2.54,2.31,11169.0,0.0,252,19.34,1
415746 (2000 JN10),2.258,0.4288,21.45,47.1,254.64,1.29,3.23,3.39,15117.0,0.0,95,17.98,0
415949 (2001 XY10),0.8716,0.3873,30.99,92.93,219.69,0.534,1.21,0.814,8073.0,0.0,250,19.37,0
415986 (2002 AT5),2.665,0.5458,25.72,332.22,181.49,1.21,4.12,4.35,4872.0,0.0,184,18.03,0
415987 (2002 AE9),1.122,0.4362,37.89,127.45,129.19,0.633,1.61,1.19,7318.0,0.0,362,19.2,0
416002 (2002 BN),0.875,0.5464,27.76,115.74,147.26,0.397,1.35,0.819,8019.0,0.0,131,20.47,0
416032 (2002 EX11),1.886,0.4094,2.51,186.96,315.42,1.114,2.66,2.59,6467.0,0.0,209,20.81,0
416071 (2002 NV),2.667,0.6169,22.27,294.23,271.83,1.022,4.31,4.36,8297.0,0.0,229,18.03,0
416151 (2002 RQ25),1.112,0.3064,4.57,10.46,225.74,0.771,1.45,1.17,7392.0,0.0,316,20.68,1
416186 (2002 TD60),1.202,0.0827,7.41,62.62,343.73,1.103,1.3,1.32,7734.0,0.0,1039,19.41,0
416195 (2002 TR190),1.077,0.1599,26.92,24.21,104.79,0.905,1.25,1.12,7514.0,0.0,297,19.44,1
416217 (2002 VD118),1.428,0.1436,14.25,35.19,66.43,1.223,1.63,1.71,7130.0,0.0,109,20.57,0
416224 (2002 XM90),1.791,0.3778,20.18,81.54,80.82,1.114,2.47,2.4,7622.0,0.0,541,18.07,0
416231 (2003 AJ73),1.812,0.3494,9.77,4.86,168.84,1.179,2.45,2.44,7934.0,0.0,844,18.67,0
416283 (2003 MM),1.053,0.2562,8.54,127.6,19.82,0.783,1.32,1.08,5071.0,0.0,110,21.62,0
416567 (2004 EB),3.112,0.6602,21.09,21.0,238.33,1.057,5.17,5.49,8054.0,0.0,174,17.13,0
416584 (2004 JB12),2.189,0.5158,8.44,151.95,152.34,1.06,3.32,3.24,5850.0,0.0,502,18.98,0
416591 (2004 LC2),1.865,0.7347,10.98,84.25,290.72,0.495,3.24,2.55,5765.0,0.0,761,18.66,1
416675 (2004 XJ3),2.865,0.558,35.98,242.04,153.61,1.266,4.46,4.85,3681.0,0.0,211,17.76,0
416680 (2004 XD50),1.825,0.3768,20.65,106.0,63.8,1.138,2.51,2.47,6851.0,0.0,399,18.56,0
416694 (2004 YR32),3.069,0.6983,20.44,89.9,89.06,0.926,5.21,5.38,6017.0,0.0,335,17.69,0
416801 (2005 GC120),1.193,0.4974,16.54,67.93,258.31,0.6,1.79,1.3,6877.0,0.0,347,19.65,1
416804 (2005 GP128),2.706,0.5774,5.29,166.29,117.03,1.144,4.27,4.45,6827.0,0.0,362,18.68,0
416851 (2005 MM13),1.695,0.3182,23.0,100.53,254.78,1.156,2.23,2.21,7300.0,0.0,187,19.0,0
417167 (2005 WH57),1.708,0.368,40.46,262.08,125.43,1.079,2.34,2.23,4078.0,0.0,64,19.32,0
417201 (2005 XM4),1.304,0.064,34.15,81.86,345.46,1.22,1.39,1.49,6750.0,0.0,302,19.71,0
417210 (2005 XV77),0.7843,0.4142,16.85,282.23,9.28,0.459,1.11,0.695,6605.0,0.0,651,20.56,0
417211 (2005 XL80),1.727,0.4872,10.91,53.31,143.78,0.886,2.57,2.27,6764.0,0.0,398,18.25,1
417217 (2005 YS),0.7111,0.5504,19.6,288.59,327.92,0.32,1.1,0.6,6598.0,0.0,357,19.52,1
417264 (2006 AT2),2.697,0.6044,21.12,143.81,39.52,1.067,4.33,4.43,8082.0,0.0,1653,17.1,0
417419 (2006 KL21),1.199,0.1274,9.35,117.19,214.19,1.046,1.35,1.31,6181.0,0.0,214,20.92,1
417581 (2006 VA3),1.603,0.6782,53.37,312.92,307.77,0.516,2.69,2.03,5966.0,0.0,1404,17.42,0
417612 (2006 WQ29),1.601,0.3938,8.07,111.97,136.61,0.971,2.23,2.03,7968.0,1.0,176,18.44,1
